ZZ011_recall2_alt,jaws,csp_laser,0.620179521276596
ZZ011_recall2_alt,jaws,csm,0.568770764119601
ZZ011_recall2_alt,jaws,csm_laser,0.409634551495017
ZZ013_recall2_alt,jaws,csp_laser,0.420711436170213
ZZ013_recall2_alt,jaws,csm,0.243683510638298
ZZ013_recall2_alt,jaws,csm_laser,0.429188829787234
ZZ014_recall2_alt,jaws,csp_laser,0.617852393617021
ZZ014_recall2_alt,jaws,csm,0.641954787234043
ZZ014_recall2_alt,jaws,csm_laser,0.564827127659574
ZZ016_recall2_alt,jaws,csp_laser,0.242519946808511
ZZ016_recall2_alt,jaws,csm,0.154920212765957
ZZ016_recall2_alt,jaws,csm_laser,0.433843085106383
ZZ017_recall2_alt,jaws,csp_laser,0.590841090425532
ZZ017_recall2_alt,jaws,csm,0.476728723404255
ZZ017_recall2_alt,jaws,csm_laser,0.616356382978723
