ZZ012_interleavedCSpCSm,jaws,csp,0.347406914893617
ZZ012_interleavedCSpCSm,jaws,csp_laser,0.122839095744681
ZZ012_interleavedCSpCSm,jaws,csm,0.621594684385382
ZZ012_interleavedCSpCSm,jaws,csm_laser,0.275747508305648
ZZ013_interleavedCSpCSm,jaws,csp,0.473404255319149
ZZ013_interleavedCSpCSm,jaws,csp_laser,0.341589095744681
ZZ013_interleavedCSpCSm,jaws,csm,0.0482047872340426
ZZ013_interleavedCSpCSm,jaws,csm_laser,0.488364361702128
ZZ014_interleavedCSpCSm,jaws,csp,0.824634308510638
ZZ014_interleavedCSpCSm,jaws,csp_laser,0.527593085106383
ZZ014_interleavedCSpCSm,jaws,csm,0.836103723404255
ZZ014_interleavedCSpCSm,jaws,csm_laser,0.564162234042553
ZZ016_interleavedCSpCSm,control,csp,0.11377245508982
ZZ016_interleavedCSpCSm,control,csp_laser,0.0665335994677312
ZZ016_interleavedCSpCSm,control,csm,0.153257978723404
ZZ016_interleavedCSpCSm,control,csm_laser,0.248670212765957
ZZ017_interleavedCSpCSm,control,csp,0.602892287234043
ZZ017_interleavedCSpCSm,control,csp_laser,0.738031914893617
ZZ017_interleavedCSpCSm,control,csm,0.708776595744681
ZZ017_interleavedCSpCSm,control,csm_laser,0.898271276595745
